Feature,Gini_Score,Purity,Rank
DNTTIP1,0.9928057553956835,0.007194244604316502,32
KCNG1,0.9928057553956835,0.007194244604316502,32
ZBP1,0.9928057553956835,0.007194244604316502,32
HELZ2,0.9928057553956835,0.007194244604316502,32
MOB3A,0.9928057553956835,0.007194244604316502,32
ZBTB7A,0.9928057553956835,0.007194244604316502,32
MRPL4,0.9928057553956835,0.007194244604316502,32
ZNF44,0.9928057553956835,0.007194244604316502,32
STX10,0.9928057553956835,0.007194244604316502,32
BABAM1,0.9928057553956835,0.007194244604316502,32
IL12RB1,0.9928057553956835,0.007194244604316502,32
FKBP8,0.9928057553956835,0.007194244604316502,32
KXD1,0.9928057553956835,0.007194244604316502,32
ATP13A1,0.9928057553956835,0.007194244604316502,32
FXYD7,0.9928057553956835,0.007194244604316502,32
RBM42,0.9928057553956835,0.007194244604316502,32
IGFLR1,0.9928057553956835,0.007194244604316502,32
MRPS12,0.9928057553956835,0.007194244604316502,32
SUPT5H,0.9928057553956835,0.007194244604316502,32
HNRNPUL1,0.9928057553956835,0.007194244604316502,32
TGFB1,0.9928057553956835,0.007194244604316502,32
ETHE1,0.9928057553956835,0.007194244604316502,32
TOMM40,0.9928057553956835,0.007194244604316502,32
IRF3,0.9928057553956835,0.007194244604316502,32
TBC1D17,0.9928057553956835,0.007194244604316502,32
MYADM,0.9928057553956835,0.007194244604316502,32
VSTM1,0.9928057553956835,0.007194244604316502,32
TSEN34,0.9928057553956835,0.007194244604316502,32
LILRB3,0.9928057553956835,0.007194244604316502,32
LAIR1,0.9928057553956835,0.007194244604316502,32
AC010642.1,0.9928057553956835,0.007194244604316502,32
SNAP29,0.9928057553956835,0.007194244604316502,32
MAPK1,0.9928057553956835,0.007194244604316502,32
RGL4,0.9928057553956835,0.007194244604316502,32
ZMAT5,0.9928057553956835,0.007194244604316502,32
HMGXB4,0.9928057553956835,0.007194244604316502,32
APOL6,0.9928057553956835,0.007194244604316502,32
TNRC6B,0.9928057553956835,0.007194244604316502,32
ADSL,0.9928057553956835,0.007194244604316502,32
TRABD,0.9928057553956835,0.007194244604316502,32
CBR1,0.9928057553956835,0.007194244604316502,32
FAM207A,0.9928057553956835,0.007194244604316502,32
